product_upc,product_name,item_brand_name,MARKETING_COPY,product_image_url
30100100577,ORIGINAL CRACKERS,CLUB,"The perfect crackers for happy snackers. Slicing apples? Spreading cheese? No topping's complete without its cracker. With a buttery and flaky texture, Club makes any pairing a party - and you're invited. Perfect for topping. Kellogs Family Rewards: Collect points. Earn rewards. Two easy ways to collect points! Go to kfr.com to learn more.",https://target.scene7.com/is/image/Target/GUEST_82c2fdf2-681e-43eb-82c4-8213b1b903ee
71121960580,"DRY DEET 10% INSECT REPELLENT, UNSCENTED",CUTTER,"Not greasy or oily. Repels mosquitoes that may transmit the zika, west nile, dengue & chikungunya viruses. Repels mosquitoes, ticks, biting flies, gnats, no-see-ums chiggers & fleas. www.cutterinsectrepellent.com. Questions of comments? Call 1-800-767-9927 or visit our website at www.cutterinsectrepellent.com. Contains no CFCs or other ozone depleting substances. Federal regulations prohibit CFC propellants in aerosols.",https://target.scene7.com/is/image/Target/GUEST_1a0543b6-d6cc-40ce-bb6c-23d4fcdac7d5
345334200123,SHAMPOO FOR SENSITIVE SKIN,VANICREAM,"Formerly known as Free & Clear. Dermatologist tested. Free of dyes, fragrance, masking fragrance, lanolin, protein, parabens, and formaldehyde releasers. Sulfate-free. Betaine-free. The most important ingredient is trust. Vanicream Shampoo is created for those who need or want to avoid common chemical irritants found in ordinary hair care products. This sensitive skin formula effectively and gently cleans both hair and scalp, helps remove flaking and scaling and controls oily scalp. It removes build-up from conditioners, hair sprays and other hair care products and leaves hair clean and manageable. It is recommended for all hair types and for daily use by the entire family.",https://target.scene7.com/is/image/Target/GUEST_ec787a37-6461-4c40-a5c5-c0cc29e15d6c
686700101232,COOKIES,GAMESA,Made with mom's authentic love. Recyclable carton where paperboard recycling facilities exist.,https://target.scene7.com/is/image/Target/GUEST_0f77401f-dfe3-4d70-b948-c195d931b8e3
17082876638,Jack Link's Sweet & Hot Beef Jerky Jumbo Size 5.85 oz,Jack Link's,"No added nitrates or nitrites (Except for those naturally occurring to sea salt and cultured celery extract). Meat snacks. Family-Owned Small Town Made: Jack Link (yep, he's real) and his family have been crafting jerky for over 100 years. Born in the Northwoods of Wisconsin, we're proud of our rural roots and the pioneer spirit of our teams in small towns across America. Expertly Crafted, Simply Made: We carefully select each cut of 100% premium beef, then our expert craftsmen marinate it in our signature blend of seasonings and slow-cook it over real hardwood smoke. That's it.",https://target.scene7.com/is/image/Target/GUEST_97b2449c-13ff-485b-b8f2-0a62236b7f39
48582004405,DRY MOUTH ORAL RINSE,BIOTENE,"No. 1 dentist recommended dry mouth brand. Sooothing moisturization. Immediate symptom relief. Long lasting. Freshens breath. Alcohol-free. An Oral Rinse with a soothing gentle feel that helps clean, refresh, and relieve dryness and helps soothe oral tissues. Biotene contains a combination of moisturizers and lubricants to provide immediate and long-lasting dry mouth symptom relief for up to 4 hours (as measured in a 28 day clinical study). Questions or Comments? 1-800-922-5856. Also look for other biotene products including biotene toothpaste, biotene oralbalance Gel, biotene Mouth Spray. Biotene products are specially formulated for individuals who experience dry mouth symptoms. Made in Canada.",https://target.scene7.com/is/image/Target/GUEST_bb25821c-3e16-4aeb-890a-19e5abc91d99
27000419243,CHOCOLATE FUDGE & MILK CHOCOLATE SWIRL PUDDING FAMILY PACK CUPS,SNACK PACK,"New, smoother recipe! Mmm - delicious. No artificial growth hormones used (no significant difference has been shown between milk derived from rbst-treated cows and non-rbst treated cows). No high fructose corn syrup. No preservatives.",https://target.scene7.com/is/image/Target/GUEST_169fbd6c-9350-4e5d-a87d-3a8366af6d9e
67312005130,STRAWBERRY WAFERS,VOORTMAN BAKERY,"Voortman Bakery - Real bakers. Really delicious. Here at Voortman Bakery, we believe cookies made with no artificial color or flavor just taste better. That's why our bakers insist on using quality ingredients with exceptional taste and flavor, in everything we bake. Baking Really Delicious Cookies since 1951.",https://target.scene7.com/is/image/Target/GUEST_0fc91326-81c5-43d1-ae4b-208677e3ec72
726959912446,AMERICAN SAISON ALE,BOULEVARD BREWING CO.,"Fruity aromatics citrusy balance dry and hoppy perfection. 4 x 16 oz cans. Our Story: In 1989 American brewing was just beginning to stir from a long slumber. Boulevard Brewing Company set out to make beers for real beer lovers, beers with color, flavor, body and aroma. The finest ingredients and the best of both old and new brewing techniques come together in an array of exceptional beers, ever adventurous and constantly evolving.  Smokestack Series: Rising high above our historic brewery, the old brick smokestack has stood silent but faithful watch through decades of rapid and often extraordinary change. The addition of a new brewhouse in 2006 enabled us to fulfill our long-held dream of crafting an evolving line of bold new beers that offer innovative modern riffs on traditional styles. It seemed only fitting to call it the Smokestack Series. The Legend: While experimenting with Belgian-style farmhouse ales, the perfect combination of elements fortuitously came together in cantankerous fermenter number seven. You could call it fate, but we called it Tank 7. Our Story: In 1989 American brewing was just beginning to stir from a long slumber. Boulevard Brewing Company set out to make beers for real beer lovers, beers with color, flavor, body and aroma. The finest ingredients and the best of both old and new brewing techniques come together in an array of exceptional beers, ever adventurous and constantly evolving.  boulevard.com. Come Visit us: We offer regularly scheduled tours of our brewery, among the most beautiful in the world. Hear our story, meet our people, try our beers, buy our swag. For more information, visit Boulevard.com or call 816-474-7095. The Great American Beer Festival: 2020 gold. 8.5% alc/vol. 17",https://target.scene7.com/is/image/Target/GUEST_1f3165e6-ea43-4aed-99a3-82066c28a7bf
12044020364,Fiji with Palm Tree Anti-Perspirant & Deodorant,Old Spice,"The Old Spice Fresher collection of scents is all about discovering the freshness of nature but after you've trekked to the most remote places on earth and you've made it home you'll discover that the freshness was inside of you the whole time because you're already great, you just smell like a stinky human sometimes but that's okay. Fiji with Palm Tree smells like a place where you don't need to wear pants or shoes or say hello to coworkers you don't like at the coffee machine. It has coconut and lavender scents too. Old Spice Men's Invisible Solid Antiperspirant and Deodorant reduces armpit sweat, goes on invisible, and stays feeling dry. So bring the scent of your adventures home or smell like the adventures you haven't ventured yet. We won't judge. Just do you, guy.",https://target.scene7.com/is/image/Target/GUEST_d2925897-fd3f-4e61-9fec-cc1db55ef506
764302290223,"CURL ENHANCING SMOOTHIE, COCONUT & HIBISCUS",SHEA MOISTURE,"Curl enhancing smoothie w/ silk protein & neem oil. Made with fair trade shea butter. Our Curl Enhancing Smoothie, enriched with silk protein, neem oil and coconut oil, helps to define curls, restore moisture, reduce frizz and create shine. Great for conditioning hair without weighing it down for bouncy, healthy curls. Natural ingredients may vary in color and consistency. Family founded. Formulated with: No parabens; No phthalates; No mineral oil; No petrolatum. Our Story: SheaMoisture is the legacy of Sofi Tucker, a pioneering mother of four and entrepreneur, who sold Shea Butter, African Black Soap and homemade beauty preparations in Sierra Leone in 1912. We honor her vision by continuing to formulate with raw shea butter handcrafted by women in Africa.",https://target.scene7.com/is/image/Target/GUEST_8991ece5-9e0c-488a-a7f7-9cda939c0077
41196914160,CHICKEN CORN CHOWDER FLAVORED WITH PORK SHOULDER BACON GLUTEN FREE RICH & HEARTY SOUP,PROGRESSO,"For over 100 years, our kitchens have crafted honest, soul-satisfying recipes with real ingredients you're proud to sere. Made with white meat chicken with no antibiotics ever.",https://target.scene7.com/is/image/Target/GUEST_159f7f9e-74bf-4d63-8d7c-81d464ecb9cb
34000087884,CRISP WAFERS IN MILK CHOCOLATE BARS,KITKAT,"RunJumpThrow Hershey / USATF: RunJumpThrowLearn, is hands-on learning program that introduces kids ages 7-12 to the basic skills of running, jumping and throwing through track and field. Brought to you in partnership by The Hershey Company and USA Track & Field to improve access to local activity programs for youth. runjumpthrow.usatf.org.",https://target.scene7.com/is/image/Target/GUEST_9439dd84-e84d-4175-9ffb-d8f1be8edae5
688047130395,TONE & REPAIR PURPLE SHAMPOO,NOT YOUR MOTHER'S,"New look. Same formula you love. With violet rice extract for all blonde and highlighted hues. Let's kick brass. Golden locks deserve special treatment. Gently cleanse and increase shine while cooling down unwanted brassy tones. Formulated with dark violet pigments, this unique shampoo protects your color and highlights for all life's (blonde) moments. Protect. Brighten. Shine. No sulfate surfactants. No silicones. No parabens. No phthalates. Inspired by our mothers, created for you. Cruelty free.",https://target.scene7.com/is/image/Target/GUEST_f6c4be3a-d8af-4bff-9096-5cd2494e05d3
74182260125,"soothing clean MOISTURIZING HAND SOAP, aloe vera fresh scent",Softsoap,"Our soothing hand soap, with the fresh scent of aloe vera, keeps your hands feeling clean and moisturized. Dermatologist-tested. www.softsoap.com. www.softsoap.ca. how2recycle.info. SmartLabel app enabled. Save water. www.colgate.com/savewater.",https://target.scene7.com/is/image/Target/GUEST_7e28c9f8-3b1f-45e3-902a-a8a8a1af6649
657622102478,GOODNESS GRAPENESS ORGANIC JUICE DRINK,HONEST,"Goodness Grapeness, this juice is so delicious you cant just have one. Thank goodness its made with organic good-tasting grape juice with no added sugar, so you can enjoy every sip.\n\nHonest seeks to create and promote sustainable, great-tasting beverages with honesty and integrity, which means telling you exactly whats in every beverage from the get-go.  \n  \nChoose Honest, and you choose a brand that promotes wellness and a commitment to making sure better options are in your hands. Honest strives to deliver on this mission, just like it delivers on its high-quality lemonades, teas and juices. \n\nRefreshingly yours, \nThe Honest Tea-m",https://target.scene7.com/is/image/Target/GUEST_917ad435-3baf-4650-95c6-01085d464743
51000196255,Peach Mango Energy Beverage,V8,"Steady energy from black & green tea. 1 combined serving of veggies & fruit (1 can has about 2.5 oz. vegetable juice and 1.5 oz. fruit juice. 1 serving of vegetables or fruit = 4 oz. (1/2 cup). Dietary Guidelines recommend 2 1/2 cups of variety of vegetables and 2 cups of fruit per day for a 2,000 calorie diet). A delicious boost of plant-powered energy.",https://target.scene7.com/is/image/Target/GUEST_cedde569-08b6-4880-ae99-868cce26031b
11111396494,SENSITIVE SKIN BODY WASH,DOVE,"Hypoallergenic. Gently cleanses & nourishes skin. Moisture renew blend. New. No. 1 Dermatologist recommended. The Dove Difference: Our moisturizing and microbiome gentle formula provides instant softness and lasting care for your skin. Our moisturizing formula has: naturally-derived cleansers; skin-natural nutrients; plant-based moisturizer. No sulfates & no parabens. www.dove.com. dove.com/selfesteem. how2recycle.info. SmartLabel app enabled. 1-800-761-Dove (1-800-761-3683). Building girls' self-esteem. Helping 40 million young people from 2004 to 2020. Download our tools for free at dove.com/selfesteem. 100% recycled bottle. We Care for All: 100% recycled bottle; PETA: Cruelty-Free; Microbiome gentle. Globally, Dove does test on animals.",https://target.scene7.com/is/image/Target/GUEST_d6cfe3c2-5e9e-43a7-894f-cf40b3946a75
52800675445,KEFIR PROBIOTIC BLEND SCALP RESTORING CONDITIONER,AVEENO,"No sulfates. No dyes. No parabens. Oat is the first ingredient in this scalp-soothing, farm-fresh inspired blend infused with probiotic kefir extract to add softness and restore scalp balance. Estd 1945. Oat is the first ingredient. We believe that beautiful hair starts at the root. We source our oats from a quiet mill located along the rolling hills of the Mississippi River Valley, in a small town where pride and quality go hand-in-hand. We love the way we feel when everything is in balance. That's why we start with oat as the first ingredient. Each blend helps to soothe your scalp and nourish your strands from root to tip. Discover blends made with simple ingredients, from simpler times. aveeno.com. Question? aveeno.com. Not tested on animals. Made in USA with US and/or imported ingredients.",https://target.scene7.com/is/image/Target/GUEST_200437b1-3223-437f-bb3b-3329eb7ac680
689544083009,WHOLE MILK GREEK STRAINED YOGURT,FAGE,"Pronounced: Fa-Yeh! Milk produced without the use of rBST. The FDA has said no significant difference has been shown, and no test can now distinguish, between milk derived from rBST treated an untreated cows.",https://target.scene7.com/is/image/Target/GUEST_52dbc328-4f2f-43cb-8212-a6db7a2a7cf8
72311412131,XX LAGER ESPECIAL,DOS EQUIS,"Pilsner style lager with a refreshing and balanced taste, crafted in Mexico. Since 1897. Imported. Enjoy XX responsibly. www.dosequis.com. http:/heinekenusa.com/brands/. Questions? Call 1-877-522-5001. For further information visit: http://heinekenusa.com/brands/. Please recycle. Recyclable. 4.2% alc./vol. 8.4 Brewed and bottled by Cerveceria Cuauhtemoc Moctezuma, S.A. DE C.V. Monterrey, NL, Mexico. Product of Mexico.",https://target.scene7.com/is/image/Target/GUEST_3f388491-39e3-4d3a-9437-ef566bce584e
888853589367,DISCREET CUSHIONING INSOLES FOR FLATS & SANDALS,DR SCHOLL'S,"Invisible cushioning insoles for flats & sandals. All-day, hidden cushioning. New! Cushion flex technology. Superior arch support. Flats: Insoles for open flats & sandals. Superior all-day comfort so you can wear your shoes longer. Immediately eliminate foot discomfort. Sleek Slim Design: Won't crowd toes or make shoes feel tight. Cushion Flex Technology: Works dynamically with your foot, flexing with each step to provide arch support. Heel: Designed with soft gel for comfort and cupping to provide support and keep heel in place. Ball of Foot: Wider design cushions entire area for extra comfort and cushioning. 3/4 length: no need to trim to fit in shoes. Removable without damage to shoes. Designed to fit comfortably in: Boots; low-heeled flats; kitten heels; sandals. Feel the comfort. See instructions inside.",https://target.scene7.com/is/image/Target/GUEST_3e14161b-87a2-487d-86eb-596cb7804724
894700010045,Chobani Non-Fat Greek Strawberry on the Bottom Yogurt 5.3 oz,Chobani,Authentic crafted. No fake fruit. No artificial sweeteners. No preservatives.  No rBST (Milk from rBST-treated cows is not significantly different). Billions of probiotics. Protein rich. Food safe. Tear off label and recycle cup. A portion of profits for a better world.,https://target.scene7.com/is/image/Target/GUEST_0add8f12-cdd7-412c-b3ea-04322d670613
28400043304,Lay's Wavy Ranch Flavored Potato Chips,Lay's,Zesty. Creamy. Wavy. Delish.,https://target.scene7.com/is/image/Target/GUEST_201a9462-9e42-4c30-8e06-1050e81925c4
64563226963,Yummy Dino Buddies Chicken & Veggie Chicken Breast Nuggets 21 oz Box,Yummy,Fun. Nutritious. Delicious. 100% all natural (minimally processed. No artificial ingredients). Chicken raised with no antibiotics ever. Fully cooked. Microwaveable. Chicken used raised without hormones. Federal regulations prohibit the use of hormones in poultry. 100% recycled cardboard. Recyclable where facilities exist.,https://target.scene7.com/is/image/Target/GUEST_fe9ba91e-9bc7-4edb-905c-40fa6248b9eb
40000550846,M&M's Peanut Butter Chocolate Candies Party Size 34 oz,M&M's,Per Serving: 150 calories; 5 g sat fat (25%DV); 60 mg sodium (3%DV); 14 g total sugars. Contains bioengineered food ingredients. 34 Servings per pack. That's definitely a good mix. Mars real chocolate. mms.com. Questions or comments? Call 1-800-627-7852. Visit mms.com. Resealable.,https://target.scene7.com/is/image/Target/GUEST_d9fdc288-ee5e-4a52-9061-3f7def747ac4
13300555385,Pillsbury Chocolate Fudge Brownie Mix Family Size 18.4 oz,Pillsbury,Peanut butter swirl brownies.,https://target.scene7.com/is/image/Target/GUEST_44bd6f86-f2fe-4f5b-b657-80b95fce991c
16000140974,"Nature Valley Peanut Butter Dark Chocolate Granola Bars, 6 ct, 8.94 oz",Nature Valley,"Nature Valley Crunchy Peanut Butter Dark Chocolate bars are a tasty snack made with creamy peanut butter, indulgent dark chocolate chunks and whole grain oats. There are no artificial flavors, colors or sweeteners and they pack an excellent source of whole grains with 15 grams per serving! It's a snack the whole family can enjoy!",https://target.scene7.com/is/image/Target/GUEST_3fdbc88e-98f5-4bd1-81fa-45de3fd4b5a7
49200057803,Domino Premium Pure Cane Light Brown Sugar 32 oz,Domino,"Crafted by experts. Since 1901. Est. 1901. Generations of expertise. ASR Group. Only the Best: Since 1901, Domino Sugar has been the trusted partner for generations of bakers. Our commitment to quality and expert craftsmanship is our enduring promise to you. We use the highest standard to maintain the naturally sweet flavor found in the sugarcane plant. We don't take sugar lightly, and we know you don't either. People who choose the best, choose Domino.",https://target.scene7.com/is/image/Target/GUEST_d801f254-5b58-462f-aa0e-bc9e62f8a5a0
71921477639,CALIFORNIA PIZZA KITCHEN Sicilian Recipe Crispy Thin Crust Frozen Pizza 15.5 oz. Box,California Pizza Kitchen,"Topped with Italian sausage, spicy ham, Genoa salami, sweet basil, mozzarella & fontina cheeses over zesty marinara sauce. No artificial flavors. Per 1/3 Pizza: 350 calories, 8 g sat fat (40%DV), 980 mg sodium (43%DV), 5 g total sugars, 18 g protein (30%DV), 240 mg calcium (15%DV). See nutrition information for total fat, saturated fat & sodium content. Our real ingredient promise. 100% real cheese. Preservative-free crust. Exploration of exceptional taste. At California Pizza Kitchen, we search for the best ingredients available, finding inspiration in each carefully crafted cheese, vine-ripened tomato and perfectly balanced uncured pepperoni. The thoughtful creation of recipes and passion for mindful ingredients are at the core of every delicious pizza we offer. So to those, like us, who approach food with mindfulness and an adventurous spirit, we hope you just found a delicious new favorite - from our kitchen to yours. U.S. Inspected and Passed by Department of Agriculture. www.cpkfrozen.com. www.nestleusa.com. how2recycle.info. Contact us: Call or text 1-888-749-9201 or visit www.cpkfrozen.com or www.nestleusa.com. Please have packaging available when you call. For more amazing flavor experiences and delicious salad pairings go to cpkfrozen.com Try these other exciting flavors. White. Signature uncured pepperoni. BBQ recipe chicken. Margherita. how2recycle.info. At CALIFORNIA PIZZA KITCHEN, we want you to grab delicious and fresh flavor experiences by the slice, and be inspired by unique tastes. We bring you these delightful flavors by always using real cheese, no artificial flavors, and a preservative-free crust. We crafted this Sicilian Recipe Pizza using premium ingredients like zesty marinara sauce, Genoa salami, and spicy ham and put them on a crispy, thin crust. Discover deliciousness in your own kitchen with our frozen pizza masterpieces, cooked hot and fresh by you.\n\nCALIFORNIA PIZZA KITCHEN® is a trademark owned and licensed by CPK Management Company.",https://target.scene7.com/is/image/Target/GUEST_33d9dd8b-3444-4256-985d-8f5db8e27bf2
75925300672,WISCONSIN STRING CHEESE,Crystal Farms,Low-moisture part-skim mozzarella cheese. Natural cheese. Our Cheese has: 5 g protein per stick. Good source of protein. Good source of calcium. See nutritional information for saturated fat content. Individually wrapped sticks. Since 1926. Crystal Farms has been committed to providing you and your family with great tasting cheese at a great value since 1926. Cheese from the heart of dairy country. Authentic Wisconsin cheese. crystalfarmscheese.com. Your Comments Welcomed: 1-800-672-8260. Product of USA.,https://target.scene7.com/is/image/Target/GUEST_5147e058-733f-4180-99cd-0b0403f62c40
810333028677,Renpure Refreshing Moisture Tea Tree Lemon Sage Conditioner 24 fl oz,Renpure,"Gluten free ingredients (Exposure to gluten is possible in shared manufacturing facilities). Zero gluten, dyes, propylene glycol, sulfates, parabens, phthalates, formaldehyde. Plant based beauty. Performance ingredients. We are a family just like yours, concerned about the environment and the exposure to harmful chemicals. This is why we believe plant-based ingredients are better for you. We use gently sourced ingredients that never compromise performance. Renpure is naturally inspired plant-based products created for the whole family. - The Renpure Family. Healthy hair and healthy hair growth starts at the roots, so invigorate and deep clean your scalp with the healing strength of tea tree and lemon sage. Lock-in moisture and give your hair an all-over healthy shine with this exceptional formula, fragranced to refresh and awaken the senses with Eucalyptus and peppermint extract. With plant-based ingredients. Safe for color treated hair. how2recycle.info. www.renpure.com. Tested on our families not animals. Renpure bottle is 100% recyclable. Love our planet. Recycle, it's as easy as 1-2-3. 1. Detach pump/spray & place in disposal. 2. Empty and rinse bottle. 3. Dispose bottle in recycling bin. Crafted in the United States of America.",https://target.scene7.com/is/image/Target/GUEST_efda4def-124d-450f-940b-99ac75da7ffe
381370034056,Clean & Clear Maximum Strength Persa-Gel 10 1 oz,Clean & Clear,"Other Information: Keep tightly closed. Protect from excessive heat (40 degrees C/104 degrees F) and protect from freezing. 10% benzoyl peroxide acne medication. the only acne product product prescribed by doctors for over 10 years, available without prescription. Deposits acne medication where pimple starts. Persa-gel 10 acne medication. This acne medication contains maximum strength benzoyl peroxide. The micronized benzoyl peroxide. The micronized benzoyl peroxide formula goes to work immediately, releasing the medicine deep into the pores where pimples begin. It's the same prescription formula prescribed by doctors and dermatologists for over 10 years, available without prescription. www.CleanandClear.com. Questions? Call toll-free 877-754-6411 or 215-273-8755 (collect) or visit www.CleanandClear.com.",https://target.scene7.com/is/image/Target/GUEST_9c678bd8-2522-4dff-860d-dff12cb645f3
49000532456,"AHA Lime Watermelon Cans, 12 fl oz, 8 Pack",AHA,"AHA! Youve discovered the new taste of sparkling water. But not just any sparkling water, youve found a delightful duo of flavorsa unique and refreshing combination of lime and watermelon thats sure to delight your taste buds. \n\nFor a can of cool you down, try the unique flavor-forward combination of AHA Lime + Watermelon. Whether you call it seltzer, carbonated water, or fizzy beverage, AHAs bold flavor pairings offer a unique flavored sparkling water experience unlike all the restand with no sodium, no sweeteners, and no calories. \n\nDiscover the refreshing taste of AHA Lime + Watermelon.",https://target.scene7.com/is/image/Target/GUEST_f1f9c7ee-6d85-4f3d-9b4e-2cc54eb09728
51651093804,ALMOND BUTTER,MARANATHA,"Certified Gluten-free. No sugar or salt added (See nutrition information for total fat content not a low calorie food). Non GMO Project verified. nongmoproject.org. California almonds. Sustainably sourced palm oil. It all starts with the California sun. Our master roaster then double grinds our almonds for a distinct flavor and velvety texture & roasts in small batches for the highest quality and unforgettable taste. No stir! www.maranathafoods.com. Comments or questions? Call 1-800-749-0730 www.maranathafoods.com. MaraNatha Brand is a proud supporter of Bee Conservation & the Xerces Society. Please recycle this container. It All Starts with the California Sun.\nOur master roaster then roasts & double grinds our almonds in small batches. Our signature process delivers a distinct flavor, a velvety smooth texture, and an unforgettable taste.\nNo stir!",https://target.scene7.com/is/image/Target/GUEST_19ad0e03-ae37-4700-b7bf-efd22cb8019a
30100506560,Town House Flatbread Crisps Sea Salt & Olive Oil Crackers 9.5 oz,Town House,"Per 8 Crackers: 70 calories; 0 g sat fat (0% DV); 140 mg sodium (6% DV); less than 1 g total sugars. Oven baked crackers. Thin and munchable. how2recycle.info. kelloggs.com. Questions or comments? Visit: kelloggs.com. Call 1-800-962-1413. Provide production code on package. 2 in 1 Crunch: The perfectly munchable combination of pretzel on one side and cracker on the other. Pairs Perfectly: The deliciously, light and buttery cracker made to top with your favorite cheese. Delightfully Dippable: The crisp, crunchy, pita cracker carefully seasoned and crafted for dipping. Sustainable Forestry Initiative: Certified sourcing. www.sfiprogram.org.",https://target.scene7.com/is/image/Target/GUEST_2911a680-f197-4123-a7ed-c506f922bb2b
51400963266,Amope Pedimask Coconut Oil Foot Sock Mask 1 ea,Amope,New. 20-minute foot mask. Rejuvenate & soother your feet. Blend of moisturizers & coconut oil. Specially designed to rejuvenate & soothe your feet. Enriched with coconut oil. Single use product. Health. Hygiene. Home.,https://target.scene7.com/is/image/Target/GUEST_aca36008-0cf3-4239-a70b-066a63164dc5
